Balance A Quadcopter Motor To Reduce Vibrations;https://www.youtube.com/watch?v=ojLYugkOzRI
Dynamically balancing your motors and props for multirotor at the same time - Ontaerial;https://www.youtube.com/watch?v=UWvbdvrnC-k
Vibration Analyzer for $20;https://www.youtube.com/watch?v=FElVgfi-zuY
